City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
348,Castro,BR,-24.7911,-50.0119,71.6,71,100,1.16,light rain
349,Punta Arenas,CL,-53.15,-70.9167,46.51,66,75,19.57,broken clouds
350,Yellowknife,CA,62.456,-114.3525,47.41,89,75,5.99,broken clouds
351,Lebu,CL,-37.6167,-73.65,51.22,53,57,14.29,broken clouds
352,Albany,US,42.6001,-73.9662,72.63,69,93,8.16,overcast clouds
353,Yar-Sale,RU,66.8333,70.8333,30.2,84,96,10.2,overcast clouds
354,Punta Arenas,CL,-53.15,-70.9167,46.51,66,75,19.57,broken clouds
355,Coromandel,BR,-18.4733,-47.2003,92.25,27,53,8.37,broken clouds
356,Manaus,BR,-3.1019,-60.025,84.69,70,40,4.61,thunderstorm
357,Carnarvon,AU,-24.8667,113.6333,62.67,72,0,10.36,clear sky
358,Celestun,MX,20.8667,-90.4,88.16,55,81,2.3,broken clouds
359,Ternate,ID,0.8,127.4,80.22,77,97,0.51,overcast clouds
360,Hobart,AU,-42.8794,147.3294,53.46,100,90,3.44,heavy intensity drizzle
361,Port Elizabeth,ZA,-33.918,25.5701,52.11,82,40,21.85,scattered clouds
362,Nikolskoye,RU,59.7035,30.7861,50.02,87,78,5.19,broken clouds
363,Maple Creek,CA,49.9168,-109.4848,66.69,31,42,21.85,scattered clouds
364,Mazagao,BR,-0.115,-51.2894,95.05,37,22,6.02,few clouds
365,Aizpute,LV,56.7167,21.6,52.83,71,29,11.52,scattered clouds
366,Minot,US,48.2325,-101.2963,67.19,42,1,10.36,clear sky
367,Mataura,NZ,-46.1927,168.8643,47.48,89,100,1.19,moderate rain
368,Ushuaia,AR,-54.8,-68.3,44.26,53,75,9.22,broken clouds
369,Mataura,NZ,-46.1927,168.8643,47.48,89,100,1.19,moderate rain
370,Mardin,TR,37.3131,40.7436,74.23,26,6,5.06,clear sky
371,Verkhoyansk,RU,67.5447,133.385,23.2,74,10,2.08,clear sky
372,Samarai,PG,-10.6167,150.6667,79.18,84,28,3.89,scattered clouds
373,Half Moon Bay,US,37.4636,-122.4286,82.58,64,1,0,clear sky
374,Songjianghe,CN,42.1859,127.479,44.73,72,2,5.39,clear sky
375,Rikitea,PF,-23.1203,-134.9692,72.43,73,3,21.72,light rain
376,Naze,JP,28.3667,129.4833,77.14,71,4,12.93,clear sky
377,Arraial Do Cabo,BR,-22.9661,-42.0278,84.16,61,0,10.36,clear sky
378,Bethel,US,41.3712,-73.414,73.78,62,1,3,clear sky
379,Iqaluit,CA,63.7506,-68.5145,40.73,70,40,3,scattered clouds
380,Punta Arenas,CL,-53.15,-70.9167,46.51,66,75,19.57,broken clouds
381,Kaihua,CN,23.3687,104.28,64.47,98,69,5.73,broken clouds
382,Ribeira Grande,PT,38.5167,-28.7,73.8,88,75,14.97,broken clouds
383,Cape Town,ZA,-33.9258,18.4232,56.26,54,40,12.66,scattered clouds
384,Hermanus,ZA,-34.4187,19.2345,53.91,59,59,6.35,broken clouds
385,Punta Arenas,CL,-53.15,-70.9167,46.51,66,75,19.57,broken clouds
386,Bethel,US,41.3712,-73.414,73.78,62,1,3,clear sky
387,Mpongwe,ZM,-13.5091,28.155,79.79,28,59,4.09,broken clouds
388,Petropavlovka,RU,50.6114,105.3196,31.66,88,100,5.97,overcast clouds
389,Saint-Philippe,RE,-21.3585,55.7679,71.22,81,38,12.8,scattered clouds
390,Bredasdorp,ZA,-34.5322,20.0403,51.28,66,83,5.75,broken clouds
391,Jamestown,US,42.097,-79.2353,74.17,53,1,4,clear sky
392,Tiksi,RU,71.6872,128.8694,24.66,89,52,14.72,broken clouds
393,Hilo,US,19.7297,-155.09,73.13,85,75,6.91,light rain
394,Kodiak,US,57.79,-152.4072,36.91,48,90,18.41,overcast clouds
395,Lermontovka,RU,47.1453,134.3383,39.61,75,5,3.65,clear sky
396,Tessalit,ML,20.1986,1.0114,98.31,9,87,11.36,overcast clouds
397,Ambilobe,MG,-13.2,49.05,74.89,57,45,6.29,scattered clouds
398,Mataura,NZ,-46.1927,168.8643,47.48,89,100,1.19,moderate rain
399,Faya,SA,18.3851,42.4509,71.71,46,88,1.72,overcast clouds
400,Miraflores,MX,19.2167,-98.8083,69.03,63,92,1.03,overcast clouds
401,Te Anau,NZ,-45.4167,167.7167,43.63,90,100,0.81,overcast clouds
402,Gilgit,PK,35.9221,74.3087,75.34,52,23,6.46,few clouds
403,Punta Arenas,CL,-53.15,-70.9167,46.51,66,75,19.57,broken clouds
404,Bluff,NZ,-46.6,168.3333,47.8,85,100,8.59,overcast clouds
405,Qaanaaq,GL,77.484,-69.3632,26.82,83,100,13.2,overcast clouds
406,Vardo,NO,70.3705,31.1107,48.7,85,98,26.42,overcast clouds
407,Emerald,AU,-23.5333,148.1667,68.07,28,1,6.82,clear sky
408,Barrow,US,71.2906,-156.7887,30.22,74,90,16.11,overcast clouds
409,Fortuna,US,40.5982,-124.1573,58.93,93,90,0,overcast clouds
410,Qaanaaq,GL,77.484,-69.3632,26.82,83,100,13.2,overcast clouds
411,Punta Arenas,CL,-53.15,-70.9167,46.51,66,75,19.57,broken clouds
412,Ponta Do Sol,PT,32.6667,-17.1,77.72,77,0,2.21,clear sky
413,Saint-Georges,GD,12.0564,-61.7485,89.28,66,75,29.93,broken clouds
414,Kruisfontein,ZA,-34.0033,24.7314,49.89,60,98,23.04,overcast clouds
415,Ambilobe,MG,-13.2,49.05,74.89,57,45,6.29,scattered clouds
416,Ginda,IN,30.6945,78.4932,61.3,93,36,2.01,scattered clouds
417,Ushuaia,AR,-54.8,-68.3,44.26,53,75,9.22,broken clouds
418,Faya,SA,18.3851,42.4509,71.71,46,88,1.72,overcast clouds
419,Hithadhoo,MV,-0.6,73.0833,82.96,74,40,9.44,scattered clouds
420,Loralai,PK,30.3705,68.598,77.86,52,90,6.98,overcast clouds
421,Heerenveen,NL,52.95,5.9333,59.22,94,100,12.88,light rain
422,Yellowknife,CA,62.456,-114.3525,47.41,89,75,5.99,broken clouds
423,Broome,US,42.2506,-75.833,73.09,62,1,1.99,clear sky
424,Rikitea,PF,-23.1203,-134.9692,72.43,73,3,21.72,light rain
425,Portland,US,45.5234,-122.6762,59.9,86,90,1.01,mist
426,Punta Arenas,CL,-53.15,-70.9167,46.51,66,75,19.57,broken clouds
427,Punta Arenas,CL,-53.15,-70.9167,46.51,66,75,19.57,broken clouds
428,Atuona,PF,-9.8,-139.0333,77.95,74,37,23.02,scattered clouds
429,Tuktoyaktuk,CA,69.4541,-133.0374,35.6,93,90,9.22,overcast clouds
430,Mount Isa,AU,-20.7333,139.5,64.17,24,0,4.61,clear sky
431,Bol,TD,13.4586,14.7147,84.74,51,17,6.08,few clouds
432,New Norfolk,AU,-42.7826,147.0587,53.1,74,100,1.01,overcast clouds
433,Srednekolymsk,RU,67.45,153.6833,19.47,94,89,8.61,overcast clouds
434,Camacha,PT,33.0833,-16.3333,71.02,64,40,10.36,scattered clouds
435,Busselton,AU,-33.65,115.3333,51.08,56,93,20.94,overcast clouds
436,Barcelona,ES,41.3888,2.159,75.45,79,20,1.99,few clouds
437,Punta Arenas,CL,-53.15,-70.9167,46.51,66,75,19.57,broken clouds
438,Santona,ES,43.4439,-3.4576,80.92,62,100,0.74,overcast clouds
439,Camana,PE,-16.6228,-72.7111,67.32,70,99,12.33,overcast clouds
440,Hithadhoo,MV,-0.6,73.0833,82.96,74,40,9.44,scattered clouds
441,Macultepec,MX,18.1667,-92.8333,88.09,68,75,5.75,broken clouds
442,Punta Arenas,CL,-53.15,-70.9167,46.51,66,75,19.57,broken clouds
443,Dikson,RU,73.5069,80.5464,33.93,87,100,14.45,light rain
444,Clyde River,CA,70.4692,-68.5914,39.43,87,90,9.22,overcast clouds
445,Saint-Philippe,RE,-21.3585,55.7679,71.22,81,38,12.8,scattered clouds
446,Busselton,AU,-33.65,115.3333,51.08,56,93,20.94,overcast clouds
447,Hisua,IN,24.8333,85.4167,77.18,88,92,9.8,overcast clouds
448,Kribi,CM,2.95,9.9167,78.39,82,16,7.36,few clouds
449,New Norfolk,AU,-42.7826,147.0587,53.1,74,100,1.01,overcast clouds
450,Blessington,IE,53.17,-6.5325,51.6,72,40,12.66,scattered clouds
451,Aksu,CN,41.1231,80.2644,64.31,17,97,9.1,overcast clouds
452,Ambon,ID,-3.6954,128.1814,78.94,89,40,5.75,scattered clouds
453,Farafangana,MG,-22.8167,47.8333,72.75,83,0,17.07,clear sky
454,Khatanga,RU,71.9667,102.5,21.33,98,91,2.66,overcast clouds
455,Albany,US,42.6001,-73.9662,72.63,69,93,8.16,overcast clouds
456,Ushuaia,AR,-54.8,-68.3,44.26,53,75,9.22,broken clouds
457,Constitucion,CL,-35.3333,-72.4167,56.46,50,6,13.76,clear sky
458,Bathsheba,BB,13.2167,-59.5167,92.01,58,40,25.32,scattered clouds
459,Cidreira,BR,-30.1811,-50.2056,65.73,70,83,9.71,broken clouds
460,Vallenar,CL,-28.5708,-70.7581,78.46,21,1,9.98,clear sky
461,Bluff,NZ,-46.6,168.3333,47.8,85,100,8.59,overcast clouds
462,Caravelas,BR,-17.7125,-39.2481,84.09,59,3,13.51,clear sky
463,Port Elizabeth,ZA,-33.918,25.5701,52.11,82,40,21.85,scattered clouds
464,Montemorelos,MX,25.2,-99.8167,80.74,68,98,3.38,overcast clouds
465,Rovaniemi,FI,66.5,25.7167,51.21,76,90,10.36,overcast clouds
466,Punta Arenas,CL,-53.15,-70.9167,46.51,66,75,19.57,broken clouds
467,Vardo,NO,70.3705,31.1107,48.7,85,98,26.42,overcast clouds
468,Kitimat,CA,54.0524,-128.6534,46.78,100,100,3.89,light rain
469,Katsuura,JP,35.1333,140.3,70.2,80,1,5.48,clear sky
470,Cabo San Lucas,MX,22.8909,-109.9124,81.95,88,75,4.61,broken clouds
471,Hofn,IS,64.2539,-15.2082,46.54,76,100,21.36,overcast clouds
472,Tuktoyaktuk,CA,69.4541,-133.0374,35.6,93,90,9.22,overcast clouds
473,Sakakah,SA,29.9697,40.2064,90.97,17,0,7.94,clear sky
474,Pevek,RU,69.7008,170.3133,24.04,63,43,20.98,scattered clouds
475,Naze,JP,28.3667,129.4833,77.14,71,4,12.93,clear sky
476,Bikaner,IN,28.0167,73.3,92.53,42,66,7.83,broken clouds
477,Havelock,US,34.8791,-76.9013,80.98,65,0,1.99,clear sky
478,Diego De Almagro,CL,-26.3667,-70.05,76.87,10,0,11.36,clear sky
479,Fortuna,US,40.5982,-124.1573,58.93,93,90,0,overcast clouds
480,Atuona,PF,-9.8,-139.0333,77.95,74,37,23.02,scattered clouds
481,Muravlenko,RU,63.7898,74.523,29.32,96,100,15.1,light snow
482,Nikolskoye,RU,59.7035,30.7861,50.02,87,78,5.19,broken clouds
483,Ushuaia,AR,-54.8,-68.3,44.26,53,75,9.22,broken clouds
484,Teya,RU,60.3778,92.6267,33.58,95,99,1.57,overcast clouds
485,Sidi Ali,DZ,36.0998,0.4206,74.41,59,91,4.16,overcast clouds
486,Longyearbyen,SJ,78.2186,15.6401,37.24,87,75,5.75,light rain
487,Nikolskoye,RU,59.7035,30.7861,50.02,87,78,5.19,broken clouds
488,Cape Town,ZA,-33.9258,18.4232,56.26,54,40,12.66,scattered clouds
489,Ushuaia,AR,-54.8,-68.3,44.26,53,75,9.22,broken clouds
490,Qasigiannguit,GL,68.8193,-51.1922,34.05,91,12,2.73,few clouds
491,Ostrovnoy,RU,68.0531,39.5131,44.83,85,65,18.32,broken clouds
492,Kapaa,US,22.0752,-159.319,75.52,81,75,1.01,broken clouds
493,Jamestown,US,42.097,-79.2353,74.17,53,1,4,clear sky
494,Vaini,TO,-21.2,-175.2,71.76,94,75,10.36,broken clouds
495,Tura,IN,25.5198,90.2201,74.77,89,22,2.89,few clouds
496,Mahebourg,MU,-20.4081,57.7,74.25,73,40,17.27,scattered clouds
497,Ushuaia,AR,-54.8,-68.3,44.26,53,75,9.22,broken clouds
498,Mataura,NZ,-46.1927,168.8643,47.48,89,100,1.19,moderate rain
499,Busselton,AU,-33.65,115.3333,51.08,56,93,20.94,overcast clouds
500,Butaritari,KI,3.0707,172.7902,82.49,70,99,22.21,overcast clouds
501,Bluff,NZ,-46.6,168.3333,47.8,85,100,8.59,overcast clouds
502,Talnakh,RU,69.4865,88.3972,18.18,92,84,3.02,broken clouds
503,Busselton,AU,-33.65,115.3333,51.08,56,93,20.94,overcast clouds
504,Ayan,RU,56.45,138.1667,41.54,70,24,6.6,few clouds
505,Hobart,AU,-42.8794,147.3294,53.46,100,90,3.44,heavy intensity drizzle
506,Teguise,ES,29.0605,-13.564,77.22,61,0,23.02,clear sky
507,New Norfolk,AU,-42.7826,147.0587,53.1,74,100,1.01,overcast clouds
508,Port Hedland,AU,-20.3167,118.5667,62.65,94,3,5.75,clear sky
509,Esperance,AU,-33.8667,121.9,56.73,71,30,22.15,scattered clouds
510,Dikson,RU,73.5069,80.5464,33.93,87,100,14.45,light rain
511,Constitucion,CL,-35.3333,-72.4167,56.46,50,6,13.76,clear sky
512,Kapaa,US,22.0752,-159.319,75.52,81,75,1.01,broken clouds
513,Muswellbrook,AU,-32.2667,150.9,50.7,97,5,5.21,clear sky
514,Ushuaia,AR,-54.8,-68.3,44.26,53,75,9.22,broken clouds
515,Tromso,NO,69.6496,18.957,59.65,66,75,3.44,broken clouds
516,Atuona,PF,-9.8,-139.0333,77.95,74,37,23.02,scattered clouds
517,Bluff,NZ,-46.6,168.3333,47.8,85,100,8.59,overcast clouds
518,Qaanaaq,GL,77.484,-69.3632,26.82,83,100,13.2,overcast clouds
519,Atuona,PF,-9.8,-139.0333,77.95,74,37,23.02,scattered clouds
520,Punta Arenas,CL,-53.15,-70.9167,46.51,66,75,19.57,broken clouds
521,Vung Tau,VN,10.346,107.0843,79.2,85,84,4.68,broken clouds
522,Mahebourg,MU,-20.4081,57.7,74.25,73,40,17.27,scattered clouds
523,Bluff,NZ,-46.6,168.3333,47.8,85,100,8.59,overcast clouds
524,Dikson,RU,73.5069,80.5464,33.93,87,100,14.45,light rain
525,Tuatapere,NZ,-46.1333,167.6833,47.82,89,100,3.31,moderate rain
526,Kamyshevatskaya,RU,46.4132,37.9563,57.06,56,83,21.09,broken clouds
527,Takoradi,GH,4.8845,-1.7554,80.06,81,41,9.78,light rain
528,Mataura,NZ,-46.1927,168.8643,47.48,89,100,1.19,moderate rain
529,Saint-Philippe,RE,-21.3585,55.7679,71.22,81,38,12.8,scattered clouds
530,Sangin,AF,32.0728,64.8359,76.68,19,0,7.23,clear sky
531,Porto Velho,BR,-8.7619,-63.9039,91.45,49,20,5.75,few clouds
532,Rikitea,PF,-23.1203,-134.9692,72.43,73,3,21.72,light rain
533,Namatanai,PG,-3.6667,152.4333,78.8,80,93,4.45,overcast clouds
534,Qaanaaq,GL,77.484,-69.3632,26.82,83,100,13.2,overcast clouds
535,Fortuna,US,40.5982,-124.1573,58.93,93,90,0,overcast clouds
536,Murrhardt,DE,48.9819,9.5705,69.21,65,62,6.35,broken clouds
537,Tilichiki,RU,60.4667,166.1,35.04,91,100,1.25,overcast clouds
538,Kodiak,US,57.79,-152.4072,36.91,48,90,18.41,overcast clouds
539,New Norfolk,AU,-42.7826,147.0587,53.1,74,100,1.01,overcast clouds
540,Ushuaia,AR,-54.8,-68.3,44.26,53,75,9.22,broken clouds
541,Kalmunai,LK,7.4167,81.8167,79.57,83,39,6.04,scattered clouds
542,Ilulissat,GL,69.2167,-51.1,33.82,75,20,1.14,few clouds
543,Hilo,US,19.7297,-155.09,73.13,85,75,6.91,light rain
544,Ushuaia,AR,-54.8,-68.3,44.26,53,75,9.22,broken clouds
545,Yellowknife,CA,62.456,-114.3525,47.41,89,75,5.99,broken clouds
546,Berlevag,NO,70.8578,29.0864,49.21,86,94,27.58,overcast clouds
547,Hasaki,JP,35.7333,140.8333,68.4,74,65,7.83,broken clouds
548,Avarua,CK,-21.2078,-159.775,73.45,88,75,5.75,moderate rain
549,Mataura,NZ,-46.1927,168.8643,47.48,89,100,1.19,moderate rain
550,Chokurdakh,RU,70.6333,147.9167,3.58,98,25,4.41,scattered clouds
551,Mataura,NZ,-46.1927,168.8643,47.48,89,100,1.19,moderate rain
552,Tuktoyaktuk,CA,69.4541,-133.0374,35.6,93,90,9.22,overcast clouds
553,Dalbandin,PK,28.8947,64.4101,83.68,18,50,5.41,scattered clouds
554,Lebu,CL,-37.6167,-73.65,51.22,53,57,14.29,broken clouds
555,Mar Del Plata,AR,-38.0023,-57.5575,64.42,29,0,11.99,light rain
556,Chapais,CA,49.7834,-74.8492,53.38,51,16,5.37,few clouds
557,Rikitea,PF,-23.1203,-134.9692,72.43,73,3,21.72,light rain
558,Rikitea,PF,-23.1203,-134.9692,72.43,73,3,21.72,light rain
559,Xichang,CN,27.8964,102.2634,63.66,81,2,2.8,clear sky
560,Butaritari,KI,3.0707,172.7902,82.49,70,99,22.21,overcast clouds
561,Along,IN,28.1667,94.7667,72.41,99,43,0.54,scattered clouds
562,Jamestown,US,42.097,-79.2353,74.17,53,1,4,clear sky
563,Buala,SB,-8.145,159.5921,79.47,82,98,2.82,light rain
564,Nouadhibou,MR,20.931,-17.0347,73.38,78,41,18.41,scattered clouds
565,Vaitape,PF,-16.5167,-151.75,79.29,68,24,18.5,few clouds
566,Cherskiy,RU,68.75,161.3,23.79,96,99,7.78,light snow
567,Garden City,US,42.3256,-83.331,78.24,54,90,1.99,overcast clouds
568,Takahagi,JP,36.7167,140.7167,65.28,76,0,1.63,clear sky
569,Rikitea,PF,-23.1203,-134.9692,72.43,73,3,21.72,light rain
570,Ancud,CL,-41.8697,-73.8203,49.53,60,59,11.45,broken clouds
571,Yellowknife,CA,62.456,-114.3525,47.41,89,75,5.99,broken clouds
572,Bluff,NZ,-46.6,168.3333,47.8,85,100,8.59,overcast clouds
573,Tuktoyaktuk,CA,69.4541,-133.0374,35.6,93,90,9.22,overcast clouds
574,San Patricio,US,28.017,-97.5169,85.89,60,86,6.33,overcast clouds
575,Shakhtinsk,KZ,49.71,72.5872,36.16,62,100,4.81,overcast clouds
576,Yanam,IN,16.7333,82.2167,79.45,86,13,3.02,few clouds
577,Albany,US,42.6001,-73.9662,72.63,69,93,8.16,overcast clouds
578,Seydi,TM,39.4816,62.9137,54.34,23,0,11.74,clear sky
579,Rikitea,PF,-23.1203,-134.9692,72.43,73,3,21.72,light rain
580,Albany,US,42.6001,-73.9662,72.63,69,93,8.16,overcast clouds
581,Kijang,KR,35.2442,129.2139,67.73,82,0,4.7,clear sky
582,Atuona,PF,-9.8,-139.0333,77.95,74,37,23.02,scattered clouds
583,Mataura,NZ,-46.1927,168.8643,47.48,89,100,1.19,moderate rain
584,Kavieng,PG,-2.5744,150.7967,81.12,73,87,5.82,overcast clouds
585,Rikitea,PF,-23.1203,-134.9692,72.43,73,3,21.72,light rain
586,Sioux Lookout,CA,50.1001,-91.917,59.38,94,90,6.91,light intensity drizzle
587,Mar Del Plata,AR,-38.0023,-57.5575,64.42,29,0,11.99,light rain
588,Rikitea,PF,-23.1203,-134.9692,72.43,73,3,21.72,light rain
589,Vaini,TO,-21.2,-175.2,71.76,94,75,10.36,broken clouds
590,Sao Joao Da Barra,BR,-21.6403,-41.0511,87.89,75,89,12.95,overcast clouds
591,Chokurdakh,RU,70.6333,147.9167,3.58,98,25,4.41,scattered clouds
592,Atuona,PF,-9.8,-139.0333,77.95,74,37,23.02,scattered clouds
593,New Norfolk,AU,-42.7826,147.0587,53.1,74,100,1.01,overcast clouds
594,Young,UY,-32.6833,-57.6333,70.39,46,10,9.28,clear sky
595,Severodvinsk,RU,64.5635,39.8302,44.71,81,99,6.17,overcast clouds
596,Thompson,CA,55.7435,-97.8558,57.36,72,75,4.61,broken clouds
597,Ushuaia,AR,-54.8,-68.3,44.26,53,75,9.22,broken clouds
598,Busselton,AU,-33.65,115.3333,51.08,56,93,20.94,overcast clouds
599,Vilyuysk,RU,63.7553,121.6247,26.78,78,18,3,few clouds
600,Hilo,US,19.7297,-155.09,73.13,85,75,6.91,light rain
601,Haines Junction,CA,60.7522,-137.5108,35.55,100,100,1.14,light rain
602,Albany,US,42.6001,-73.9662,72.63,69,93,8.16,overcast clouds
603,Ryotsu,JP,38.0833,138.4333,64.87,79,8,1.83,clear sky
604,Lompoc,US,34.6391,-120.4579,87.13,82,1,3.44,clear sky
605,Lososina,RU,48.9975,140.3106,46.06,72,77,10.09,broken clouds
606,Khatanga,RU,71.9667,102.5,21.33,98,91,2.66,overcast clouds
607,Chapais,CA,49.7834,-74.8492,53.38,51,16,5.37,few clouds
608,Mataura,NZ,-46.1927,168.8643,47.48,89,100,1.19,moderate rain
609,Guerrero Negro,MX,27.9769,-114.0611,79.56,52,3,0.34,clear sky
610,Kununurra,AU,-15.7667,128.7333,76.98,88,61,0,broken clouds
611,Dikson,RU,73.5069,80.5464,33.93,87,100,14.45,light rain
612,Kasongo,CD,-4.45,26.6667,71.58,89,100,5.91,light rain
613,Vaini,TO,-21.2,-175.2,71.76,94,75,10.36,broken clouds
614,Nanortalik,GL,60.1432,-45.2371,43.66,57,0,10.51,clear sky
615,Hilo,US,19.7297,-155.09,73.13,85,75,6.91,light rain
616,Poronaysk,RU,49.2167,143.1167,43.41,79,53,7.34,broken clouds
617,Cidreira,BR,-30.1811,-50.2056,65.73,70,83,9.71,broken clouds
618,Airai,TL,-8.9266,125.4092,60.31,91,99,0.34,overcast clouds
619,Najran,SA,17.4924,44.1277,84.06,28,69,11.1,broken clouds
620,Vaini,TO,-21.2,-175.2,71.76,94,75,10.36,broken clouds
621,Honningsvag,NO,70.9821,25.9704,48.9,88,100,22.62,overcast clouds
622,Bafoulabe,ML,13.8065,-10.8321,86.38,64,97,5.64,overcast clouds
623,Carnarvon,AU,-24.8667,113.6333,62.67,72,0,10.36,clear sky
624,Mataura,NZ,-46.1927,168.8643,47.48,89,100,1.19,moderate rain
625,Hobyo,SO,5.3505,48.5268,79.16,83,2,22.86,clear sky
626,Saskylakh,RU,71.9167,114.0833,18.97,97,100,3.18,overcast clouds
627,Mount Gambier,AU,-37.8333,140.7667,53.51,94,90,10.36,overcast clouds
628,San Pedro,PH,14.35,121.0167,80.35,90,90,3.44,moderate rain
629,Butaritari,KI,3.0707,172.7902,82.49,70,99,22.21,overcast clouds
630,Hermanus,ZA,-34.4187,19.2345,53.91,59,59,6.35,broken clouds
631,Albany,US,42.6001,-73.9662,72.63,69,93,8.16,overcast clouds
632,Upington,ZA,-28.4478,21.2561,66.58,16,0,10.36,clear sky
633,Ambon,ID,-3.6954,128.1814,78.94,89,40,5.75,scattered clouds
634,Georgetown,MY,5.4112,100.3354,80.89,85,20,0,few clouds
635,Mar Del Plata,AR,-38.0023,-57.5575,64.42,29,0,11.99,light rain
636,Barrow,US,71.2906,-156.7887,30.22,74,90,16.11,overcast clouds
637,Ngaoundere,CM,7.3167,13.5833,67.91,88,90,3.24,light rain
638,Yellowknife,CA,62.456,-114.3525,47.41,89,75,5.99,broken clouds
639,Nchelenge,ZM,-9.3451,28.734,78.69,61,43,6.96,scattered clouds
640,Hilo,US,19.7297,-155.09,73.13,85,75,6.91,light rain
641,Bethel,US,41.3712,-73.414,73.78,62,1,3,clear sky
642,Batemans Bay,AU,-35.7167,150.1833,52.2,95,25,3.24,scattered clouds
643,Aklavik,CA,68.2191,-135.0107,36.43,100,90,8.05,mist
644,Portlethen,GB,57.0547,-2.1307,51.57,94,75,7,broken clouds
645,Albany,US,42.6001,-73.9662,72.63,69,93,8.16,overcast clouds
646,Tazovskiy,RU,67.4667,78.7,30,77,98,15.01,overcast clouds
647,Albany,US,42.6001,-73.9662,72.63,69,93,8.16,overcast clouds
648,Sibiti,CG,-3.6819,13.3499,76.06,76,91,3.74,light rain
649,Hermanus,ZA,-34.4187,19.2345,53.91,59,59,6.35,broken clouds
650,Mahebourg,MU,-20.4081,57.7,74.25,73,40,17.27,scattered clouds
651,Aklavik,CA,68.2191,-135.0107,36.43,100,90,8.05,mist
652,Chicama,PE,-7.8447,-79.1469,61.34,61,52,9.24,broken clouds
653,Muros,ES,42.7762,-9.0603,67.98,90,100,25.21,overcast clouds
654,Seoul,KR,37.5683,126.9778,69.24,94,20,5.75,mist
655,Myrtle Beach,US,33.6891,-78.8867,84.97,57,1,9.22,clear sky
656,Bara,NG,10.3744,10.7288,84.7,52,100,2.57,overcast clouds
657,Severo-Kurilsk,RU,50.6789,156.125,48.15,95,100,19.46,light rain
658,Narsaq,GL,60.9167,-46.05,46.62,43,6,5.41,clear sky
659,Saint-Philippe,RE,-21.3585,55.7679,71.22,81,38,12.8,scattered clouds
660,Suriapet,IN,17.15,79.6167,77.02,91,44,5.88,scattered clouds
661,Kavieng,PG,-2.5744,150.7967,81.12,73,87,5.82,overcast clouds
662,Ushuaia,AR,-54.8,-68.3,44.26,53,75,9.22,broken clouds
663,Jumla,NP,29.2747,82.1838,57.97,84,51,1.9,broken clouds
664,Kasongo-Lunda,CD,-6.4667,16.8167,79.92,67,100,2.04,overcast clouds
665,Kaitangata,NZ,-46.2817,169.8464,46.27,92,100,4.68,overcast clouds
666,Kapaa,US,22.0752,-159.319,75.52,81,75,1.01,broken clouds
667,Bida,NG,9.0833,6.0167,85.71,68,69,2.1,broken clouds
668,Mataura,NZ,-46.1927,168.8643,47.48,89,100,1.19,moderate rain
669,Yulara,AU,-25.2406,130.9889,67.84,28,0,14.97,clear sky
670,Dikson,RU,73.5069,80.5464,33.93,87,100,14.45,light rain
671,Port Alfred,ZA,-33.5906,26.891,57.81,57,55,35.03,broken clouds
672,Atuona,PF,-9.8,-139.0333,77.95,74,37,23.02,scattered clouds
673,Cidreira,BR,-30.1811,-50.2056,65.73,70,83,9.71,broken clouds
674,Mahajanga,MG,-15.7167,46.3167,77.02,73,20,10.36,few clouds
675,Talnakh,RU,69.4865,88.3972,18.18,92,84,3.02,broken clouds
676,Rikitea,PF,-23.1203,-134.9692,72.43,73,3,21.72,light rain
677,Sao Filipe,CV,14.8961,-24.4956,80.13,81,40,7.02,scattered clouds
678,Atuona,PF,-9.8,-139.0333,77.95,74,37,23.02,scattered clouds
679,Khatanga,RU,71.9667,102.5,21.33,98,91,2.66,overcast clouds
680,Puerto Ayora,EC,-0.7393,-90.3518,71.98,81,91,10.04,overcast clouds
681,Bethel,US,41.3712,-73.414,73.78,62,1,3,clear sky
682,Rovaniemi,FI,66.5,25.7167,51.21,76,90,10.36,overcast clouds
683,Lagoa,PT,39.05,-27.9833,71.28,91,70,19.08,broken clouds
684,Busselton,AU,-33.65,115.3333,51.08,56,93,20.94,overcast clouds
685,Puerto Ayora,EC,-0.7393,-90.3518,71.98,81,91,10.04,overcast clouds
686,Mataura,NZ,-46.1927,168.8643,47.48,89,100,1.19,moderate rain
687,Yulara,AU,-25.2406,130.9889,67.84,28,0,14.97,clear sky
688,Arraial Do Cabo,BR,-22.9661,-42.0278,84.16,61,0,10.36,clear sky
689,Mayna,RU,54.1135,47.6231,46.8,64,70,5.59,broken clouds
690,Hilo,US,19.7297,-155.09,73.13,85,75,6.91,light rain
691,Puerto Ayora,EC,-0.7393,-90.3518,71.98,81,91,10.04,overcast clouds
692,Saint-Philippe,RE,-21.3585,55.7679,71.22,81,38,12.8,scattered clouds
693,Zaria,NG,11.1113,7.7227,82.04,50,100,5.59,overcast clouds
694,Castro,BR,-24.7911,-50.0119,71.6,71,100,1.16,light rain
695,Sioux Lookout,CA,50.1001,-91.917,59.38,94,90,6.91,light intensity drizzle
696,Mount Gambier,AU,-37.8333,140.7667,53.51,94,90,10.36,overcast clouds
697,Sechura,PE,-5.5569,-80.8222,75.38,57,47,11.61,scattered clouds
698,Ushuaia,AR,-54.8,-68.3,44.26,53,75,9.22,broken clouds
