City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
533,Namatanai,PG,78.8,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
541,Kalmunai,LK,79.57,scattered clouds,7.4167,81.8167,VS Villa
553,Dalbandin,PK,83.68,scattered clouds,28.8947,64.4101,Gidaan Guest House
560,Butaritari,KI,82.49,overcast clouds,3.0707,172.7902,Isles Sunset Lodge
563,Buala,SB,79.47,light rain,-8.145,159.5921,Maringe Lagoon Lodge
565,Vaitape,PF,79.29,few clouds,-16.5167,-151.75,Conrad Bora Bora Nui
567,Garden City,US,78.24,overcast clouds,42.3256,-83.331,Quality Inn & Suites Banquet Center
574,San Patricio,US,85.89,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
576,Yanam,IN,79.45,few clouds,16.7333,82.2167,The Regency Hotel
582,Atuona,PF,77.95,scattered clouds,-9.8,-139.0333,Villa Enata
584,Kavieng,PG,81.12,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
590,Sao Joao Da Barra,BR,87.89,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
592,Atuona,PF,77.95,scattered clouds,-9.8,-139.0333,Villa Enata
604,Lompoc,US,87.13,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
609,Guerrero Negro,MX,79.56,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
610,Kununurra,AU,76.98,broken clouds,-15.7667,128.7333,Hotel Kununurra
619,Najran,SA,84.06,broken clouds,17.4924,44.1277,محمد هادي ال فطيح
625,Hobyo,SO,79.16,clear sky,5.3505,48.5268,Halane Hotel and Restaurent
628,San Pedro,PH,80.35,moderate rain,14.35,121.0167,Villa Veronica Resort Private Pool
629,Butaritari,KI,82.49,overcast clouds,3.0707,172.7902,Isles Sunset Lodge
633,Ambon,ID,78.94,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
634,Georgetown,MY,80.89,few clouds,5.4112,100.3354,Cititel Penang
639,Nchelenge,ZM,78.69,scattered clouds,-9.3451,28.734,KD Travellers Home
648,Sibiti,CG,76.06,light rain,-3.6819,13.3499,"LE PAPYRUS (hôtel, bar et restaurant)"
655,Myrtle Beach,US,84.97,clear sky,33.6891,-78.8867,Bay View Resort Myrtle Beach
660,Suriapet,IN,77.02,scattered clouds,17.15,79.6167,MNR Lodge and Restaurant
661,Kavieng,PG,81.12,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
666,Kapaa,US,75.52,broken clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
667,Bida,NG,85.71,broken clouds,9.0833,6.0167,Royal Suite
672,Atuona,PF,77.95,scattered clouds,-9.8,-139.0333,Villa Enata
674,Mahajanga,MG,77.02,few clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
677,Sao Filipe,CV,80.13,scattered clouds,14.8961,-24.4956,Hotel Xaguate
678,Atuona,PF,77.95,scattered clouds,-9.8,-139.0333,Villa Enata
688,Arraial Do Cabo,BR,84.16,clear sky,-22.9661,-42.0278,Pousada Porto Praia
693,Zaria,NG,82.04,overcast clouds,11.1113,7.7227,Nubapoly Guest Inn
697,Sechura,PE,75.38,scattered clouds,-5.5569,-80.8222,Hospedaje Costa Bella
703,Monkey Hill,KN,87.66,few clouds,17.3167,-62.7167,St. Kitts Marriott Resort & The Royal Beach Casino
704,Trairi,BR,86.47,overcast clouds,-3.2778,-39.2689,janelas do mar
722,Kapaa,US,75.52,broken clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
728,Butaritari,KI,82.49,overcast clouds,3.0707,172.7902,Isles Sunset Lodge
729,Kokopo,PG,76.15,overcast clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
733,Kapaa,US,75.52,broken clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
738,Marsh Harbour,BS,80.53,overcast clouds,26.5412,-77.0636,Abaco Beach Resort
739,Uthal,PK,84.58,scattered clouds,25.8072,66.6219,Al-Mustafa Hotel
740,Chai Badan,TH,82.89,light rain,15.2,101.1333,Narai Grand Hotel
743,Jibuti,DJ,87.22,overcast clouds,11.5,42.5,Orchid Main Camp Goubet
744,Olinda,BR,82.13,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
745,Hun,LY,82.53,clear sky,29.1268,15.9477,Alrwasi Hotel
758,Sao Filipe,CV,80.13,scattered clouds,14.8961,-24.4956,Hotel Xaguate
761,Banda Aceh,ID,78.78,overcast clouds,5.5577,95.3222,Sulthan Hotel International
765,Lorengau,PG,79.65,few clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
771,Puerto Baquerizo Moreno,EC,76.19,scattered clouds,-0.9,-89.6,Hotel los Algarrobos
773,Ponta Do Sol,PT,77.72,clear sky,32.6667,-17.1,Hotel do Campo
774,Dakar,SN,87.93,thunderstorm,14.6937,-17.4441,Redface Studios Meublés
791,Marihatag,PH,78.08,overcast clouds,8.7936,126.2969,Mariner's Place & Resort
794,Kahului,US,78.84,few clouds,20.8947,-156.47,Maui Seaside Hotel
800,Mayo,US,79.11,scattered clouds,38.8876,-76.5119,Resorts Resource Group International
806,Bontang,ID,77.7,broken clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
813,Upata,VE,85.19,scattered clouds,8.0086,-62.3989,Posada Villa Nela
817,Sao Joao Da Barra,BR,87.89,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
826,Wamba,NG,78.98,light rain,8.9333,8.6,Roma Zee Guest House Annex
827,Mahibadhoo,MV,81.75,broken clouds,3.7833,72.9667,Omadhoo Inn
828,Bang Saphan,TH,77.54,overcast clouds,11.2126,99.5117,Ladawan Boutique Hotel
834,Hithadhoo,MV,82.96,scattered clouds,-0.6,73.0833,Scoop Guest House
836,Batticaloa,LK,80.55,broken clouds,7.7102,81.6924,Grand Star Guest House
844,Samarai,PG,79.18,scattered clouds,-10.6167,150.6667,Nuli Sapi
855,Porto Novo,BJ,84.02,scattered clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
866,Hithadhoo,MV,82.96,scattered clouds,-0.6,73.0833,Scoop Guest House
868,Arraial Do Cabo,BR,84.16,clear sky,-22.9661,-42.0278,Pousada Porto Praia
870,Bubaque,GW,82.85,broken clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
876,Marovoay,MG,77.14,scattered clouds,-16.1,46.6333,Hôtel les Oliviers Marovoay
881,Arraial Do Cabo,BR,84.16,clear sky,-22.9661,-42.0278,Pousada Porto Praia
890,Yanam,IN,79.45,few clouds,16.7333,82.2167,The Regency Hotel
897,Kribi,CM,78.39,few clouds,2.95,9.9167,Les Vagues bleues
900,Sao Filipe,CV,80.13,scattered clouds,14.8961,-24.4956,Hotel Xaguate
921,Abonnema,NG,81.16,light rain,4.7084,6.7931,Corper's Lodge Obonoma
923,Butaritari,KI,82.49,overcast clouds,3.0707,172.7902,Isles Sunset Lodge
933,Ponta Do Sol,PT,77.72,clear sky,32.6667,-17.1,Hotel do Campo
936,Sao Filipe,CV,80.13,scattered clouds,14.8961,-24.4956,Hotel Xaguate
943,Iracoubo,GF,84.97,light rain,5.4802,-53.2011,Le Gîte d’Iracoubo
947,Sao Joao Da Barra,BR,87.89,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
951,Kapaa,US,75.52,broken clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
955,Atuona,PF,77.95,scattered clouds,-9.8,-139.0333,Villa Enata
957,Bandarbeyla,SO,79.92,scattered clouds,9.4942,50.8122,JABIR HOTEL
959,Dingle,PH,76.84,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
962,Noumea,NC,75.0,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
965,Russell,US,83.79,few clouds,32.3502,-85.1999,Macs
969,Arraial Do Cabo,BR,84.16,clear sky,-22.9661,-42.0278,Pousada Porto Praia
973,Bengkulu,ID,76.84,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
980,Saint George,US,79.27,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
983,Yenagoa,NG,79.02,light rain,4.9247,6.2642,Aridolf Resort Wellness and Spa
984,Atuona,PF,77.95,scattered clouds,-9.8,-139.0333,Villa Enata
987,Atuona,PF,77.95,scattered clouds,-9.8,-139.0333,Villa Enata
992,Kahului,US,78.84,few clouds,20.8947,-156.47,Maui Seaside Hotel
994,Georgetown,MY,80.89,few clouds,5.4112,100.3354,Cititel Penang
1006,Mayo,US,79.11,scattered clouds,38.8876,-76.5119,Resorts Resource Group International
